,Rank,Prev_rank,Rider_name,Team_name,Points,Time,Year,Weight(kg),Height(m),Age,UAE-Team Emirates,Team Jumbo-Visma,INEOS Grenadiers,AG2R Citroën Team,BORA - hansgrohe,Movistar Team,Astana - Premier Tech,"Cofidis, Solutions Crédits",Bahrain - Victorious,EF Education - Nippo,Groupama - FDJ,Deceuninck - Quick Step,Team BikeExchange,Intermarché - Wanty - Gobert Matériaux,Trek - Segafredo,Team Qhubeka NextHash,B&B Hotels p/b KTM,Team Arkéa Samsic,Alpecin-Fenix,Israel Start-Up Nation,Team DSM,Team TotalEnergies,Lotto Soudal
1348,99,99,VOß Paul,Bora - Argon 18,25.0,3:24:533:24:53,2015,66.0,1.78,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1349,50,50,VOß Paul,Team NetApp – Endura,25.0,2:32:482:32:48,2014,66.0,1.78,28,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1350,102,103,PIBERNIK Luka,Lampre - Merida,25.0,3:38:173:38:17,2016,60.0,1.77,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1351,107,108,DUCHESNE Antoine,Direct Energie,25.0,3:44:543:44:54,2016,75.0,1.9,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1352,117,118,BOOKWALTER Brent,BMC Racing Team,25.0,3:57:493:57:49,2016,70.0,1.8,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1353,91,91,BOOKWALTER Brent,BMC Racing Team,25.0,2:45:052:45:05,2013,70.0,1.8,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1354,114,114,BOOKWALTER Brent,BMC Racing Team,25.0,3:03:473:03:47,2011,70.0,1.8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1355,123,126,RAST Grégory,Trek - Segafredo,25.0,4:03:444:03:44,2016,80.0,1.86,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1356,102,102,RAST Grégory,Trek Factory Racing ,25.0,3:29:003:29:00,2015,80.0,1.86,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1357,101,102,RAST Grégory,Trek Factory Racing ,25.0,3:43:373:43:37,2014,80.0,1.86,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1358,128,129,BENEDETTI Cesare,Bora - Argon 18,25.0,4:06:234:06:23,2016,63.0,1.7,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1359,129,130,VICIOSO Ángel,Team Katusha ,25.0,4:08:074:08:07,2016,60.0,1.7,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1360,130,131,DUMOULIN Samuel,AG2R La Mondiale,25.0,4:08:084:08:08,2016,57.0,1.59,36,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1361,90,90,DUMOULIN Samuel,AG2R La Mondiale,25.0,3:38:043:38:04,2014,57.0,1.59,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1362,143,144,DUMOULIN Samuel,AG2R La Mondiale,25.0,3:47:113:47:11,2013,57.0,1.59,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1363,107,107,DUMOULIN Samuel,"Cofidis, le Crédit en Ligne",25.0,2:56:022:56:02,2012,57.0,1.59,32,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1364,162,162,DUMOULIN Samuel,"Cofidis, le Crédit en Ligne",25.0,3:43:173:43:17,2011,57.0,1.59,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1365,131,132,HOWES Alex,Cannondale-Drapac Pro Cycling Team,25.0,4:08:224:08:22,2016,61.0,1.8,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1366,127,127,HOWES Alex,Garmin Sharp,25.0,4:18:434:18:43,2014,61.0,1.8,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1367,134,135,NAVARDAUSKAS Ramūnas,Cannondale-Drapac Pro Cycling Team,25.0,4:09:404:09:40,2016,79.0,1.9,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1368,143,143,NAVARDAUSKAS Ramūnas,Team Cannondale - Garmin ,25.0,4:14:404:14:40,2015,79.0,1.9,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1369,141,141,NAVARDAUSKAS Ramūnas,Garmin Sharp,25.0,4:37:424:37:42,2014,79.0,1.9,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,120,120,NAVARDAUSKAS Ramūnas,Garmin Sharp,25.0,3:21:293:21:29,2013,79.0,1.9,25,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1371,157,157,NAVARDAUSKAS Ramūnas,Team Garmin - Cervélo,25.0,3:36:533:36:53,2011,79.0,1.9,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1372,138,140,WYNANTS Maarten,Team LottoNL-Jumbo,25.0,4:16:534:16:53,2016,74.0,1.9,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1373,117,117,WYNANTS Maarten,Belkin-Pro Cycling Team,25.0,4:01:094:01:09,2014,74.0,1.9,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1374,132,132,WYNANTS Maarten,Belkin-Pro Cycling Team,25.0,3:37:063:37:06,2013,74.0,1.9,31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1375,139,141,KEISSE Iljo,Etixx - Quick Step,25.0,4:16:574:16:57,2016,72.0,1.83,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1376,141,139,ENGER Sondre Holst,IAM Cycling,25.0,4:17:324:17:32,2016,69.0,1.71,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,145,146,TOSATTO Matteo,Tinkoff,25.0,4:22:054:22:05,2016,74.0,1.81,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,132,132,TOSATTO Matteo,Tinkoff - Saxo,25.0,4:01:154:01:15,2015,74.0,1.81,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1379,119,119,TOSATTO Matteo,Tinkoff - Saxo,25.0,4:01:534:01:53,2014,74.0,1.81,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1380,92,92,TOSATTO Matteo,Team Saxo - Tinkoff,25.0,2:47:392:47:39,2013,74.0,1.81,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,123,123,TOSATTO Matteo,Saxo Bank - Sungard,25.0,3:10:363:10:36,2011,74.0,1.81,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1382,146,147,FONSECA Armindo,Fortuneo - Vital Concept,25.0,4:23:014:23:01,2016,56.0,1.68,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1383,119,119,FONSECA Armindo,Bretagne - Séché Environnement,25.0,3:53:133:53:13,2015,56.0,1.68,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1384,138,138,FONSECA Armindo,Bretagne - Séché Environnement,25.0,4:30:524:30:52,2014,56.0,1.68,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1385,154,155,SCHILLINGER Andreas,Bora - Argon 18,25.0,4:28:334:28:33,2016,72.0,1.88,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,144,144,SCHILLINGER Andreas,Team NetApp – Endura,25.0,4:40:064:40:06,2014,72.0,1.88,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1387,155,156,HENDERSON Gregory,Lotto Soudal,25.0,4:29:224:29:22,2016,75.0,1.87,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1388,162,163,HENDERSON Gregory,Lotto Belisol Team,25.0,4:04:264:04:26,2013,75.0,1.87,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1389,124,125,HENDERSON Gregory,Lotto Belisol Team,25.0,3:13:063:13:06,2012,75.0,1.87,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1390,156,157,GATTO Oscar,Tinkoff,25.0,4:29:384:29:38,2016,67.0,1.74,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1391,161,163,STANNARD Ian,Team Sky,25.0,4:31:344:31:34,2016,83.0,1.91,29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1392,128,128,STANNARD Ian,Team Sky,25.0,3:59:373:59:37,2015,83.0,1.91,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1393,135,134,STANNARD Ian,Sky Procycling,25.0,3:38:493:38:49,2013,83.0,1.91,26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1394,166,168,KITTEL Marcel,Etixx - Quick Step,25.0,4:35:064:35:06,2016,82.0,1.88,28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1395,161,161,KITTEL Marcel,Team Giant - Shimano,25.0,5:06:275:06:27,2014,82.0,1.88,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1396,166,167,KITTEL Marcel,Team Argos - Shimano,25.0,4:10:084:10:08,2013,82.0,1.88,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1397,167,162,BREEN Vegard,Fortuneo - Vital Concept,25.0,4:38:274:38:27,2016,74.0,1.87,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1398,169,170,SIEBERG Marcel,Lotto Soudal,25.0,4:40:244:40:24,2016,80.0,1.98,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1399,150,150,SIEBERG Marcel,Lotto Soudal,25.0,4:24:524:24:52,2015,80.0,1.98,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1400,145,145,SIEBERG Marcel,Lotto Belisol ,25.0,4:41:214:41:21,2014,80.0,1.98,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1401,132,132,SIEBERG Marcel,Lotto Belisol Team,25.0,3:19:363:19:36,2012,80.0,1.98,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1402,141,141,SIEBERG Marcel,Omega Pharma-Lotto ,25.0,3:21:393:21:39,2011,80.0,1.98,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1403,170,171,MCLAY Daniel,Fortuneo - Vital Concept,25.0,4:50:144:50:14,2016,72.0,1.85,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1404,172,173,HOWARD Leigh,IAM Cycling,25.0,4:55:134:55:13,2016,72.0,1.79,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1405,12,12,SÁNCHEZ Samuel,BMC Racing Team,180.0,22:5022:50,2015,65.0,1.75,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1406,5,6,SÁNCHEZ Samuel,Euskaltel - Euskadi,280.0,4:554:55,2011,65.0,1.75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1407,36,36,ROGERS Michael,Tinkoff - Saxo,25.0,1:56:131:56:13,2015,74.0,1.85,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1408,26,26,ROGERS Michael,Tinkoff - Saxo,70.0,1:17:531:17:53,2014,74.0,1.85,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1409,16,16,ROGERS Michael,Team Saxo - Tinkoff,140.0,26:5126:51,2013,74.0,1.85,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1410,23,23,ROGERS Michael,Sky Procycling,85.0,54:5254:52,2012,74.0,1.85,33,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1411,40,40,HESJEDAL Ryder,Team Cannondale - Garmin ,25.0,2:04:372:04:37,2015,73.0,1.87,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1412,70,69,HESJEDAL Ryder,Garmin Sharp,25.0,2:21:412:21:41,2013,73.0,1.87,33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1413,17,18,HESJEDAL Ryder,Team Garmin - Cervélo,130.0,27:1427:14,2011,73.0,1.87,31,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,41,41,SCARPONI Michele,Astana Pro Team,25.0,2:05:032:05:03,2015,62.0,1.74,36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1415,49,49,SCARPONI Michele,Astana Pro Team,25.0,2:31:402:31:40,2014,62.0,1.74,35,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1416,24,24,SCARPONI Michele,Lampre - ISD,80.0,58:3758:37,2012,62.0,1.74,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1417,51,51,JANSE VAN RENSBURG Jacques,MTN - Qhubeka,25.0,2:18:162:18:16,2015,63.0,1.75,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1418,52,52,FÉDRIGO Pierrick,Bretagne - Séché Environnement,25.0,2:22:542:22:54,2015,66.0,1.72,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1419,59,59,FÉDRIGO Pierrick,FDJ.fr ,25.0,2:04:192:04:19,2013,66.0,1.72,35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1420,48,48,FÉDRIGO Pierrick,FDJ - BigMat,25.0,1:42:391:42:39,2012,66.0,1.72,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1421,55,55,TANKINK Bram,Team LottoNL-Jumbo,25.0,2:30:122:30:12,2015,71.0,1.81,37,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1422,40,40,TANKINK Bram,Belkin-Pro Cycling Team,25.0,1:59:021:59:02,2014,71.0,1.81,36,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1423,64,64,TANKINK Bram,Belkin-Pro Cycling Team,25.0,2:10:122:10:12,2013,71.0,1.81,35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1424,144,144,TANKINK Bram,Rabobank Cycling Team,25.0,3:31:243:31:24,2012,71.0,1.81,34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1425,60,60,WYSS Marcel,IAM Cycling,25.0,2:34:382:34:38,2015,63.0,1.77,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1426,32,32,WYSS Marcel,IAM Cycling,40.0,1:38:271:38:27,2014,63.0,1.77,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1427,61,61,PERAUD Jean-Christophe,AG2R La Mondiale,25.0,2:35:102:35:10,2015,62.0,1.72,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1428,2,2,PERAUD Jean-Christophe,AG2R La Mondiale,380.0,7:377:37,2014,62.0,1.72,37,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1429,44,44,PERAUD Jean-Christophe,AG2R La Mondiale,25.0,1:40:441:40:44,2012,62.0,1.72,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1430,9,10,PERAUD Jean-Christophe,AG2R La Mondiale,210.0,10:1110:11,2011,62.0,1.72,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1431,65,65,HERRADA José,Movistar Team,25.0,2:40:062:40:06,2015,65.0,1.75,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1432,68,68,RIBLON Christophe,AG2R La Mondiale,25.0,2:48:192:48:19,2015,65.0,1.8,34,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1433,120,120,RIBLON Christophe,AG2R La Mondiale,25.0,4:04:004:04:00,2014,65.0,1.8,33,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1434,37,37,RIBLON Christophe,AG2R La Mondiale,25.0,1:27:571:27:57,2013,65.0,1.8,32,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1435,73,73,RIBLON Christophe,AG2R La Mondiale,25.0,2:17:312:17:31,2012,65.0,1.8,31,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1436,51,51,RIBLON Christophe,AG2R La Mondiale,25.0,1:43:471:43:47,2011,65.0,1.8,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1437,70,70,KÖNIG Leopold,Team Sky,25.0,2:53:092:53:09,2015,62.0,1.78,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1438,7,7,KÖNIG Leopold,Team NetApp – Endura,240.0,14:3214:32,2014,62.0,1.78,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1439,77,77,WESTRA Lieuwe,Astana Pro Team,25.0,3:03:093:03:09,2015,74.0,1.85,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1440,79,79,WESTRA Lieuwe,Astana Pro Team,25.0,3:21:043:21:04,2014,74.0,1.85,32,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1441,128,128,WESTRA Lieuwe,Vacansoleil - DCM,25.0,",,3:14:15",2011,74.0,1.85,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,78,78,VALLS Rafael,Lampre - Merida,25.0,3:03:113:03:11,2015,64.0,1.79,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1443,41,41,VALLS Rafael,Vacansoleil - DCM,25.0,1:37:571:37:57,2012,64.0,1.79,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1444,84,84,KUDUS Merhawi,MTN - Qhubeka,25.0,3:10:363:10:36,2015,58.0,1.73,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1445,90,90,CARUSO Giampaolo,Team Katusha ,25.0,3:17:033:17:03,2015,60.0,1.73,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1446,37,37,CARUSO Giampaolo,Team Katusha ,25.0,1:28:321:28:32,2012,60.0,1.73,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1447,95,95,GOŁAŚ Michał,Etixx - Quick Step,25.0,3:21:173:21:17,2015,65.0,1.8,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1448,55,55,GOŁAŚ Michał,Omega Pharma - Quick-Step,25.0,2:49:032:49:03,2014,65.0,1.8,30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1449,101,101,DENNIS Rohan,BMC Racing Team,25.0,3:27:343:27:34,2015,72.0,1.82,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1450,107,107,MALORI Adriano,Movistar Team,25.0,3:37:283:37:28,2015,68.0,1.82,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1451,91,91,MALORI Adriano,Lampre - ISD,25.0,2:31:472:31:47,2011,68.0,1.82,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1452,112,112,GENIEZ Alexandre,FDJ,25.0,3:42:573:42:57,2015,68.0,1.84,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1453,44,45,GENIEZ Alexandre,FDJ.fr ,25.0,1:38:061:38:06,2013,68.0,1.84,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1454,113,113,VAUGRENARD Benoît,FDJ,25.0,3:43:083:43:08,2015,72.0,1.85,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1455,120,120,QUINZIATO Manuel,BMC Racing Team,25.0,3:53:213:53:21,2015,74.0,1.85,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1456,85,85,QUINZIATO Manuel,BMC Racing Team,25.0,2:39:342:39:34,2013,74.0,1.85,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1457,109,108,QUINZIATO Manuel,BMC Racing Team,25.0,2:56:272:56:27,2012,74.0,1.85,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1458,115,115,QUINZIATO Manuel,BMC Racing Team,25.0,3:04:473:04:47,2011,74.0,1.85,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1459,121,121,VAN EMDEN Jos,Team LottoNL-Jumbo,25.0,3:54:193:54:19,2015,74.0,1.86,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1460,122,122,SERPA José Rodolfo,Lampre - Merida,25.0,3:54:253:54:25,2015,64.0,1.78,36,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1461,48,48,SERPA José Rodolfo,Lampre - Merida,25.0,2:29:062:29:06,2014,64.0,1.78,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1462,21,21,SERPA José Rodolfo,Lampre - Merida,95.0,45:0845:08,2013,64.0,1.78,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1463,124,124,ARREDONDO Julián David,Trek Factory Racing ,25.0,3:56:493:56:49,2015,58.0,1.64,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1464,125,125,POZZATO Filippo,Lampre - Merida,25.0,3:58:203:58:20,2015,73.0,1.83,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1465,133,133,GÉRARD Arnaud,Bretagne - Séché Environnement,25.0,4:02:064:02:06,2015,70.0,1.84,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1466,132,132,GÉRARD Arnaud,Bretagne - Séché Environnement,25.0,4:24:154:24:15,2014,70.0,1.84,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1467,140,140,MENDES José,Bora - Argon 18,25.0,4:07:474:07:47,2015,64.0,1.81,30,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1468,124,124,MENDES José,Team NetApp – Endura,25.0,4:07:344:07:34,2014,64.0,1.81,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1469,141,141,BRUN Frederic,Bretagne - Séché Environnement,25.0,4:10:324:10:32,2015,73.0,1.89,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1470,144,144,WEENING Pieter,Orica GreenEDGE,25.0,4:15:204:15:20,2015,68.0,1.86,34,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1471,72,72,WEENING Pieter,Orica GreenEDGE,25.0,2:17:302:17:30,2012,68.0,1.86,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1472,148,148,DEVOLDER Stijn,Trek Factory Racing ,25.0,4:21:314:21:31,2015,72.0,1.82,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1473,154,154,FARRAR Tyler,MTN - Qhubeka,25.0,4:32:324:32:32,2015,73.0,1.83,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1474,151,151,FARRAR Tyler,Garmin Sharp,25.0,3:54:453:54:45,2012,73.0,1.83,28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,159,159,FARRAR Tyler,Team Garmin - Cervélo,25.0,3:38:323:38:32,2011,73.0,1.83,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1476,156,156,BRÄNDLE Matthias,IAM Cycling,25.0,4:37:364:37:36,2015,80.0,1.9,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1477,157,157,NAULEAU Bryan,Team Europcar,25.0,4:40:124:40:12,2015,67.0,1.81,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1478,158,158,VANBILSEN Kenneth,"Cofidis, Solutions Crédits",25.0,4:41:274:41:27,2015,73.0,1.84,25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1479,159,159,TUFT Svein,Orica GreenEDGE,25.0,4:48:084:48:08,2015,77.0,1.75,38,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1480,131,130,TUFT Svein,Orica GreenEDGE,25.0,4:22:524:22:52,2014,77.0,1.75,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1481,169,170,TUFT Svein,Orica GreenEDGE,25.0,4:27:554:27:55,2013,77.0,1.75,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
