Rank,Prev_rank,Rider_name,Team_name,UCI_points,Points,Time,Year
48,48,FRANK Mathias,AG2R La Mondiale,20,25,1:53:511:53:51,2019
49,49,YATES Simon,Mitchelton-Scott,20,25,1:53:541:53:54,2019
50,50,CASTROVIEJO Jonathan,Team INEOS,20,25,1:54:221:54:22,2019
51,51,ZAKARIN Ilnur,Team Katusha Alpecin,15,25,1:55:571:55:57,2019
52,52,TRENTIN Matteo,Mitchelton-Scott,15,25,1:57:381:57:38,2019
53,53,COSTA Rui,UAE-Team Emirates,15,25,1:59:021:59:02,2019
54,54,BILBAO Pello,Astana Pro Team,15,25,1:59:101:59:10,2019
55,55,AMADOR Andrey,Movistar Team,15,25,1:59:551:59:55,2019
56,56,GALLOPIN Tony,AG2R La Mondiale,10,25,2:03:002:03:00,2019
57,57,PÉRICHON Pierre-Luc,"Cofidis, Solutions Crédits",10,25,2:05:352:05:35,2019
58,58,CARUSO Damiano,Bahrain Merida,10,25,2:07:152:07:15,2019
59,59,BENOOT Tiesj,Lotto Soudal,10,25,2:07:282:07:28,2019
60,60,DE GENDT Thomas,Lotto Soudal,10,25,2:10:332:10:33,2019
61,61,CLARKE Simon,EF Education First,,25,2:11:432:11:43,2019
62,62,KING Ben,Team Dimension Data,,25,2:12:002:12:00,2019
63,63,GESCHKE Simon,CCC Team,,25,2:13:252:13:25,2019
64,64,POLITT Nils,Team Katusha Alpecin,,25,2:14:282:14:28,2019
65,65,FELLINE Fabio,Trek - Segafredo,,25,2:15:032:15:03,2019
66,66,TAARAMÄE Rein,Team Total Direct Energie,,25,2:15:422:15:42,2019
67,67,MATTHEWS Michael,Team Sunweb,,25,2:16:342:16:34,2019
68,68,NAESEN Oliver,AG2R La Mondiale,,25,2:16:432:16:43,2019
69,70,BETTIOL Alberto,EF Education First,,25,2:19:062:19:06,2019
70,71,SCHÄR Michael,CCC Team,,25,2:19:452:19:45,2019
71,69,FRAILE Omar,Astana Pro Team,,25,2:19:522:19:52,2019
72,72,IMPEY Daryl,Mitchelton-Scott,,25,2:24:582:24:58,2019
73,73,ROSSKOPF Joey,CCC Team,,25,2:26:362:26:36,2019
74,75,BOUET Maxime,Team Arkéa Samsic,,25,2:28:042:28:04,2019
75,74,VALGREN Michael,Team Dimension Data,,25,2:28:072:28:07,2019
76,76,BOASSON HAGEN Edvald,Team Dimension Data,,25,2:28:192:28:19,2019
77,77,PAUWELS Serge,CCC Team,,25,2:32:142:32:14,2019
78,78,GESBERT Élie,Team Arkéa Samsic,,25,2:33:022:33:02,2019
79,79,OLIVEIRA Nelson,Movistar Team,,25,2:35:512:35:51,2019
80,80,SICARD Romain,Team Total Direct Energie,,25,2:38:262:38:26,2019
81,81,SKUJIŅŠ Toms,Trek - Segafredo,,25,2:39:502:39:50,2019
82,83,SAGAN Peter,BORA - hansgrohe,,25,2:44:242:44:24,2019
83,82,KWIATKOWSKI Michał,Team INEOS,,25,2:46:142:46:14,2019
84,84,MOSCON Gianni,Team INEOS,,25,2:47:232:47:23,2019
85,85,COLBRELLI Sonny,Bahrain Merida,,25,2:48:272:48:27,2019
86,86,BERHANE Natnael,"Cofidis, Solutions Crédits",,25,2:49:252:49:25,2019
87,87,PEREZ Anthony,"Cofidis, Solutions Crédits",,25,2:51:362:51:36,2019
88,88,PASQUALON Andrea,Wanty - Gobert Cycling Team,,25,2:53:252:53:25,2019
89,89,OSS Daniel,BORA - hansgrohe,,25,2:54:562:54:56,2019
90,90,DELAPLACE Anthony,Team Arkéa Samsic,,25,2:55:032:55:03,2019
91,91,HOULE Hugo,Astana Pro Team,,25,2:56:112:56:11,2019
92,93,MOINARD Amaël,Team Arkéa Samsic,,25,2:59:172:59:17,2019
93,92,TRATNIK Jan,Bahrain Merida,,25,3:00:373:00:37,2019
94,94,WELLENS Tim,Lotto Soudal,,25,3:01:433:01:43,2019
95,96,OURSELIN Paul,Team Total Direct Energie,,25,3:01:473:01:47,2019
96,98,KÜNG Stefan,Groupama - FDJ,,25,3:02:383:02:38,2019
97,95,DEVENYNS Dries,Deceuninck - Quick Step,,25,3:02:423:02:42,2019
98,97,KEUKELEIRE Jens,Lotto Soudal,,25,3:03:493:03:49,2019
99,100,ERVITI Imanol,Movistar Team,,25,3:04:343:04:34,2019
100,99,ROSSETTO Stéphane,"Cofidis, Solutions Crédits",,25,3:05:153:05:15,2019
101,101,TEUNISSEN Mike,Team Jumbo-Visma,,25,3:06:543:06:54,2019
102,102,ROUX Anthony,Groupama - FDJ,,25,3:08:493:08:49,2019
103,105,LEDANOIS Kévin,Team Arkéa Samsic,,25,3:12:173:12:17,2019
104,103,CORT Magnus,Astana Pro Team,,25,3:12:223:12:22,2019
105,104,VERONA Carlos,Movistar Team,,25,3:13:053:13:05,2019
106,106,CALMEJANE Lilian,Team Total Direct Energie,,25,3:13:363:13:36,2019
107,107,LAENGEN Vegard Stake,UAE-Team Emirates,,25,3:15:243:15:24,2019
108,109,SIMON Julien,"Cofidis, Solutions Crédits",,25,3:17:083:17:08,2019
109,108,DURBRIDGE Luke,Mitchelton-Scott,,25,3:18:363:18:36,2019
110,111,BYSTRØM Sven Erik,UAE-Team Emirates,,25,3:19:403:19:40,2019
111,110,EIKING Odd Christian,Wanty - Gobert Cycling Team,,25,3:19:583:19:58,2019
112,112,JUUL-JENSEN Christopher,Mitchelton-Scott,,25,3:22:223:22:22,2019
113,113,COSNEFROY Benoît,AG2R La Mondiale,,25,3:25:573:25:57,2019
114,116,GARCÍA CORTINA Iván,Bahrain Merida,,25,3:26:033:26:03,2019
115,114,GOUGEARD Alexis,AG2R La Mondiale,,25,3:27:103:27:10,2019
116,117,ARNDT Nikias,Team Sunweb,,25,3:27:433:27:43,2019
117,115,WÜRTZ SCHMIDT Mads,Team Katusha Alpecin,,25,3:29:223:29:22,2019
118,118,DE BUYST Jasper,Lotto Soudal,,25,3:31:363:31:36,2019
119,119,MOHORIČ Matej,Bahrain Merida,,25,3:33:433:33:43,2019
120,120,BACKAERT Frederik,Wanty - Gobert Cycling Team,,25,3:34:003:34:00,2019
121,121,GRELLIER Fabien,Team Total Direct Energie,,25,3:35:123:35:12,2019
122,122,ASGREEN Kasper,Deceuninck - Quick Step,,25,3:38:183:38:18,2019
123,123,VACHON Florian,Team Arkéa Samsic,,25,3:43:223:43:22,2019
124,124,JANSE VAN RENSBURG Reinardt,Team Dimension Data,,25,3:44:103:44:10,2019
125,126,DE KORT Koen,Trek - Segafredo,,25,3:44:483:44:48,2019
126,125,LADAGNOUS Matthieu,Groupama - FDJ,,25,3:45:113:45:11,2019
127,127,WIŚNIOWSKI Łukasz,CCC Team,,25,3:46:343:46:34,2019
128,128,GONÇALVES José,Team Katusha Alpecin,,25,3:47:153:47:15,2019
129,129,CUMMINGS Steve,Team Dimension Data,,25,3:49:453:49:45,2019
130,130,VIVIANI Elia,Deceuninck - Quick Step,,25,3:52:373:52:37,2019
131,131,TURGIS Anthony,Team Total Direct Energie,,25,3:53:113:53:11,2019
132,135,EWAN Caleb,Lotto Soudal,,25,3:54:343:54:34,2019
133,134,LAMPAERT Yves,Deceuninck - Quick Step,,25,3:54:373:54:37,2019
134,132,HAGA Chad,Team Sunweb,,25,3:54:513:54:51,2019
135,133,SCULLY Tom,EF Education First,,25,3:56:523:56:52,2019
136,136,DE GENDT Aimé,Wanty - Gobert Cycling Team,,25,3:57:053:57:05,2019
137,137,BONIFAZIO Niccolò,Team Total Direct Energie,,25,3:59:443:59:44,2019
138,138,VAN MELSEN Kévin,Wanty - Gobert Cycling Team,,25,4:00:204:00:20,2019
139,139,KRISTOFF Alexander,UAE-Team Emirates,,25,4:01:054:01:05,2019
140,141,JANSEN Amund Grøndahl,Team Jumbo-Visma,,25,4:02:024:02:02,2019
141,140,BURGHARDT Marcus,BORA - hansgrohe,,25,4:02:184:02:18,2019
142,142,MONFORT Maxime,Lotto Soudal,,25,4:03:564:03:56,2019
143,143,BONNET William,Groupama - FDJ,,25,4:05:324:05:32,2019
144,145,GREIPEL André,Team Arkéa Samsic,,25,4:07:004:07:00,2019
145,147,GROENEWEGEN Dylan,Team Jumbo-Visma,,25,4:07:104:07:10,2019
146,144,HEPBURN Michael,Mitchelton-Scott,,25,4:07:324:07:32,2019
147,146,BAK Lars Ytting,Team Dimension Data,,25,4:07:484:07:48,2019
148,148,HALLER Marco,Team Katusha Alpecin,,25,4:08:174:08:17,2019
149,149,RICHEZE Maximiliano,Deceuninck - Quick Step,,25,4:10:054:10:05,2019
150,150,KLUGE Roger,Lotto Soudal,,25,4:13:434:13:43,2019
151,151,DOWSETT Alex,Team Katusha Alpecin,,25,4:14:394:14:39,2019
152,152,MØRKØV Michael,Deceuninck - Quick Step,,25,4:19:334:19:33,2019
153,153,DEBUSSCHERE Jens,Team Katusha Alpecin,,25,4:29:074:29:07,2019
154,154,OFFREDO Yoann,Wanty - Gobert Cycling Team,,25,4:31:434:31:43,2019
155,155,LANGEVELD Sebastian,EF Education First,,25,4:34:234:34:23,2019
1,1,THOMAS Geraint,Team Sky,1000,500,83:17:13,2018
2,2,DUMOULIN Tom,Team Sunweb,800,380,1:511:51,2018
3,3,FROOME Chris,Team Sky,675,340,2:242:24,2018
4,4,ROGLIČ Primož,Team LottoNL-Jumbo,575,300,3:223:22,2018
5,5,KRUIJSWIJK Steven,Team LottoNL-Jumbo,475,280,6:086:08,2018
6,6,BARDET Romain,AG2R La Mondiale,400,260,6:576:57,2018
7,7,LANDA Mikel,Movistar Team,325,240,7:377:37,2018
8,8,MARTIN Dan,UAE-Team Emirates,275,220,9:059:05,2018
9,9,ZAKARIN Ilnur,Team Katusha Alpecin,225,210,12:3712:37,2018
10,10,QUINTANA Nairo,Movistar Team,175,200,14:1814:18,2018
11,11,JUNGELS Bob,Quick-Step Floors,150,190,16:3216:32,2018
12,12,FUGLSANG Jakob,Astana Pro Team,125,180,19:4619:46,2018
13,13,LATOUR Pierre,AG2R La Mondiale,105,170,22:1322:13,2018
14,14,VALVERDE Alejandro,Movistar Team,85,160,27:2627:26,2018
15,15,BERNAL Egan,Team Sky,75,150,27:5227:52,2018
16,16,KANGERT Tanel,Astana Pro Team,70,140,34:5234:52,2018
17,17,BARGUIL Warren,Team Fortuneo - Samsic,65,130,37:0637:06,2018
18,18,POZZOVIVO Domenico,Bahrain Merida Pro Cycling Team,60,120,39:0839:08,2018
19,19,MAJKA Rafał,BORA - hansgrohe,55,110,39:5739:57,2018
20,20,CARUSO Damiano,BMC Racing Team,50,100,42:3142:31,2018
21,21,MARTIN Guillaume,Wanty - Groupe Gobert,40,95,44:1844:18,2018
22,22,IZAGIRRE Ion,Bahrain Merida Pro Cycling Team,40,90,46:3646:36,2018
23,23,NIEVE Mikel,Mitchelton-Scott,40,85,49:1949:19,2018
24,24,IZAGIRRE Gorka,Bahrain Merida Pro Cycling Team,40,80,50:0250:02,2018
25,25,GESCHKE Simon,Team Sunweb,40,75,50:1550:15,2018
26,26,MOLLEMA Bauke,Trek - Segafredo,30,70,1:06:331:06:33,2018
27,27,ROLLAND Pierre,Team EF Education First-Drapac p/b Cannondale,30,65,1:09:091:09:09,2018
28,28,VAN AVERMAET Greg,BMC Racing Team,30,60,1:10:141:10:14,2018
29,29,YATES Adam,Mitchelton-Scott,30,55,1:17:351:17:35,2018
30,30,CALMEJANE Lilian,Direct Energie,30,50,1:18:091:18:09,2018
31,31,GESINK Robert,Team LottoNL-Jumbo,25,45,1:21:131:21:13,2018
32,32,VAN GARDEREN Tejay,BMC Racing Team,25,40,1:23:051:23:05,2018
33,33,ALAPHILIPPE Julian,Quick-Step Floors,25,35,1:28:081:28:08,2018
34,34,GAUDU David,Groupama - FDJ,25,30,1:30:011:30:01,2018
35,35,BERNARD Julien,Trek - Segafredo,25,25,1:34:121:34:12,2018
36,36,MARTÍNEZ Daniel Felipe,Team EF Education First-Drapac p/b Cannondale,25,25,1:38:381:38:38,2018
37,37,TOLHOEK Antwan,Team LottoNL-Jumbo,25,25,1:39:011:39:01,2018
38,39,MOLARD Rudy,Groupama - FDJ,25,25,1:47:361:47:36,2018
39,38,CHAVANEL Sylvain,Direct Energie,25,25,1:47:471:47:47,2018
 40 ,40,ĐURASEK Kristijan,UAE-Team Emirates,25,25,1:48:061:48:06,2018
41,41,VICHOT Arthur,Groupama - FDJ,20,25,1:51:191:51:19,2018
42,42,BOUET Maxime,Team Fortuneo - Samsic,20,25,1:58:081:58:08,2018
43,43,EDET Nicolas,"Cofidis, Solutions Crédits",20,25,1:58:541:58:54,2018
44,44,VALGREN Michael,Astana Pro Team,20,25,1:59:201:59:20,2018
45,46,NAVARRO Daniel,"Cofidis, Solutions Crédits",20,25,2:00:322:00:32,2018
46,48,IMPEY Daryl,Mitchelton-Scott,20,25,2:00:532:00:53,2018
47,47,HERRADA Jesús,"Cofidis, Solutions Crédits",20,25,2:01:522:01:52,2018
48,45,MOINARD Amaël,Team Fortuneo - Samsic,20,25,2:03:202:03:20,2018
49,49,KWIATKOWSKI Michał,Team Sky,20,25,2:05:292:05:29,2018
50,50,AMADOR Andrey,Movistar Team,20,25,2:05:382:05:38,2018
51,51,TEN DAM Laurens,Team Sunweb,15,25,2:06:222:06:22,2018
52,52,KRAGH ANDERSEN Søren,Team Sunweb,15,25,2:06:232:06:23,2018
53,53,KÜNG Stefan,BMC Racing Team,15,25,2:07:142:07:14,2018
54,54,DEGAND Thomas,Wanty - Groupe Gobert,15,25,2:09:542:09:54,2018
55,56,FRANK Mathias,AG2R La Mondiale,15,25,2:10:292:10:29,2018
56,57,HANSEN Jesper,Astana Pro Team,10,25,2:10:332:10:33,2018
57,55,FRAILE Omar,Astana Pro Team,10,25,2:10:592:10:59,2018
58,58,POELS Wout,Team Sky,10,25,2:13:232:13:23,2018
59,59,SLAGTER Tom-Jelte,Team Dimension Data,10,25,2:13:582:13:58,2018
60,60,PELLIZOTTI Franco,Bahrain Merida Pro Cycling Team,10,25,2:17:322:17:32,2018
61,61,KOCHETKOV Pavel,Team Katusha Alpecin,,25,2:17:522:17:52,2018
62,62,SOLER Marc,Movistar Team,,25,2:18:512:18:51,2018
63,63,STUYVEN Jasper,Trek - Segafredo,,25,2:20:242:20:24,2018
64,64,MINNAARD Marco,Wanty - Groupe Gobert,,25,2:20:312:20:31,2018
65,65,DE GENDT Thomas,Lotto Soudal,,25,2:24:412:24:41,2018
66,66,NAESEN Oliver,AG2R La Mondiale,,25,2:29:362:29:36,2018
67,67,ARNDT Nikias,Team Sunweb,,25,2:32:022:32:02,2018
68,68,CORT Magnus,Astana Pro Team,,25,2:32:262:32:26,2018
69,69,ATAPUMA Darwin,UAE-Team Emirates,,25,2:35:472:35:47,2018
70,70,CASTROVIEJO Jonathan,Team Sky,,25,2:36:062:36:06,2018
71,71,SAGAN Peter,BORA - hansgrohe,,25,2:38:082:38:08,2018
72,72,HAGA Chad,Team Sunweb,,25,2:39:402:39:40,2018
73,73,SICARD Romain,Direct Energie,,25,2:42:532:42:53,2018
74,75,LUDVIGSSON Tobias,Groupama - FDJ,,25,2:45:402:45:40,2018
75,76,VERMOTE Julien,Team Dimension Data,,25,2:45:572:45:57,2018
76,74,MÜHLBERGER Gregor,BORA - hansgrohe,,25,2:46:132:46:13,2018
77,77,ERVITI Imanol,Movistar Team,,25,2:47:462:47:46,2018
78,78,DE KORT Koen,Trek - Segafredo,,25,2:48:292:48:29,2018
79,80,BOSWELL Ian,Team Katusha Alpecin,,25,2:51:472:51:47,2018
80,83,LAMPAERT Yves,Quick-Step Floors,,25,2:52:372:52:37,2018
81,82,MARTENS Paul,Team LottoNL-Jumbo,,25,2:52:462:52:46,2018
82,81,SKUJIŅŠ Toms,Trek - Segafredo,,25,2:53:412:53:41,2018
83,79,DILLIER Silvan,AG2R La Mondiale,,25,2:55:152:55:15,2018
84,85,BOASSON HAGEN Edvald,Team Dimension Data,,25,2:57:002:57:00,2018
85,84,PEREZ Anthony,"Cofidis, Solutions Crédits",,25,2:58:562:58:56,2018
86,87,GESBERT Élie,Team Fortuneo - Samsic,,25,3:00:483:00:48,2018
87,86,POLITT Nils,Team Katusha Alpecin,,25,3:00:543:00:54,2018
88,89,THEUNS Edward,Team Sunweb,,25,3:02:153:02:15,2018
89,90,BOUDAT Thomas,Direct Energie,,25,3:04:073:04:07,2018
90,88,SCHÄR Michael,BMC Racing Team,,25,3:04:143:04:14,2018
91,91,OFFREDO Yoann,Wanty - Groupe Gobert,,25,3:04:273:04:27,2018
92,92,BURGHARDT Marcus,BORA - hansgrohe,,25,3:04:483:04:48,2018
93,93,COUSIN Jérôme,Direct Energie,,25,3:05:343:05:34,2018
94,94,POLJAŃSKI Paweł,BORA - hansgrohe,,25,3:07:143:07:14,2018
95,95,PASQUALON Andrea,Wanty - Groupe Gobert,,25,3:09:343:09:34,2018
96,96,LEDANOIS Kévin,Team Fortuneo - Samsic,,25,3:11:553:11:55,2018
97,97,SMITH Dion,Wanty - Groupe Gobert,,25,3:12:243:12:24,2018
98,98,PICHON Laurent,Team Fortuneo - Samsic,,25,3:12:463:12:46,2018
99,99,VACHON Florian,Team Fortuneo - Samsic,,25,3:13:473:13:47,2018
100,100,CLARKE Simon,Team EF Education First-Drapac p/b Cannondale,,25,3:15:403:15:40,2018
101,101,SIMON Julien,"Cofidis, Solutions Crédits",,25,3:15:553:15:55,2018
102,102,KOREN Kristijan,Bahrain Merida Pro Cycling Team,,25,3:16:543:16:54,2018
103,103,MARCZYŃSKI Tomasz,Lotto Soudal,,25,3:19:103:19:10,2018
104,105,BENNATI Daniele,Movistar Team,,25,3:19:223:19:22,2018
105,104,HARDY Romain,Team Fortuneo - Samsic,,25,3:19:493:19:49,2018
106,106,SUTHERLAND Rory,UAE-Team Emirates,,25,3:21:223:21:22,2018
107,107,GERRANS Simon,BMC Racing Team,,25,3:21:373:21:37,2018
108,108,HAYMAN Mathew,Mitchelton-Scott,,25,3:21:553:21:55,2018
109,109,COLBRELLI Sonny,Bahrain Merida Pro Cycling Team,,25,",,3:21:55",2018
110,110,JANSE VAN RENSBURG Reinardt,Team Dimension Data,,25,3:24:253:24:25,2018
111,111,DEGENKOLB John,Trek - Segafredo,,25,3:26:353:26:35,2018
112,112,OSS Daniel,BORA - hansgrohe,,25,3:32:293:32:29,2018
113,113,GOGL Michael,Trek - Segafredo,,25,3:32:543:32:54,2018
114,114,KRISTOFF Alexander,UAE-Team Emirates,,25,3:33:333:33:33,2018
115,115,VANMARCKE Sep,Team EF Education First-Drapac p/b Cannondale,,25,3:34:173:34:17,2018
116,116,TURGIS Anthony,"Cofidis, Solutions Crédits",,25,3:36:113:36:11,2018
117,119,HEPBURN Michael,Mitchelton-Scott,,25,3:36:303:36:30,2018
118,117,DURBRIDGE Luke,Mitchelton-Scott,,25,3:37:213:37:21,2018
119,120,TERPSTRA Niki,Quick-Step Floors,,25,3:37:313:37:31,2018
120,121,GRELLIER Fabien,Direct Energie,,25,3:37:563:37:56,2018
121,122,BAUER Jack,Mitchelton-Scott,,25,3:39:023:39:02,2018
122,123,BODNAR Maciej,BORA - hansgrohe,,25,3:39:203:39:20,2018
123,118,VAN KEIRSBULCK Guillaume,Wanty - Groupe Gobert,,25,3:40:303:40:30,2018
124,125,LAPORTE Christophe,"Cofidis, Solutions Crédits",,25,3:41:553:41:55,2018
125,126,HAUSSLER Heinrich,Bahrain Merida Pro Cycling Team,,25,3:42:243:42:24,2018
126,124,MARCATO Marco,UAE-Team Emirates,,25,3:42:543:42:54,2018
127,127,LE GAC Olivier,Groupama - FDJ,,25,3:49:033:49:03,2018
128,130,ROWE Luke,Team Sky,,25,3:50:553:50:55,2018
129,129,SCULLY Tom,Team EF Education First-Drapac p/b Cannondale,,25,3:50:593:50:59,2018
130,128,CLAEYS Dimitri,"Cofidis, Solutions Crédits",,25,3:51:153:51:15,2018
131,131,DUPONT Timothy,Wanty - Groupe Gobert,,25,3:51:163:51:16,2018
132,132,PÖSTLBERGER Lukas,BORA - hansgrohe,,25,3:56:533:56:53,2018
133,133,TROIA Oliviero,UAE-Team Emirates,,25,3:57:023:57:02,2018
134,136,SINKELDAM Ramon,Groupama - FDJ,,25,3:58:013:58:01,2018
135,137,RICHEZE Maximiliano,Quick-Step Floors,,25,3:58:583:58:58,2018
136,134,PHINNEY Taylor,Team EF Education First-Drapac p/b Cannondale,,25,3:59:073:59:07,2018
137,138,ROOSEN Timo,Team LottoNL-Jumbo,,25,4:01:054:01:05,2018
138,139,FERRARI Roberto,UAE-Team Emirates,,25,4:01:344:01:34,2018
139,140,JANSEN Amund Grøndahl,Team LottoNL-Jumbo,,25,4:02:044:02:04,2018
140,135,GAUDIN Damien,Direct Energie,,25,4:02:074:02:07,2018
141,141,DÉMARE Arnaud,Groupama - FDJ,,25,4:08:184:08:18,2018
142,142,DE BUYST Jasper,Lotto Soudal,,25,4:08:544:08:54,2018
143,143,THOMSON Jay Robert,Team Dimension Data,,25,4:09:494:09:49,2018
144,144,GUARNIERI Jacopo,Groupama - FDJ,,25,4:12:294:12:29,2018
145,145,CRADDOCK Lawson,Team EF Education First-Drapac p/b Cannondale,,25,4:34:194:34:19,2018
1,1,FROOME Chris,Team Sky,1000,500,86:20:55,2017
2,2,URÁN Rigoberto,Cannondale-Drapac Pro Cycling Team,800,380,0:540:54,2017
3,3,BARDET Romain,AG2R La Mondiale,675,340,2:202:20,2017
4,4,LANDA Mikel,Team Sky,575,300,2:212:21,2017
5,5,ARU Fabio,Astana Pro Team,475,280,3:053:05,2017
6,6,MARTIN Dan,Quick-Step Floors,400,260,4:424:42,2017
7,7,YATES Simon,ORICA-Scott,325,240,6:146:14,2017
8,8,MEINTJES Louis,UAE Team Emirates,275,220,8:208:20,2017
9,9,CONTADOR Alberto,Trek - Segafredo,225,210,8:498:49,2017
10,10,BARGUIL Warren,Team Sunweb,175,200,9:259:25,2017
11,11,CARUSO Damiano,BMC Racing Team,150,190,14:4814:48,2017
12,12,QUINTANA Nairo,Movistar Team,125,180,15:2815:28,2017
13,13,VUILLERMOZ Alexis,AG2R La Mondiale,105,170,24:3824:38,2017
14,14,NIEVE Mikel,Team Sky,85,160,25:2825:28,2017
15,15,BUCHMANN Emanuel,BORA - hansgrohe,75,150,33:2133:21,2017
16,16,FEILLU Brice,Fortuneo - Oscaro,70,140,36:4636:46,2017
17,17,MOLLEMA Bauke,Trek - Segafredo,65,130,37:4337:43,2017
18,18,BETANCUR Carlos,Movistar Team,60,120,37:4737:47,2017
19,19,PAUWELS Serge,Team Dimension Data,55,110,39:3639:36,2017
20,20,BENOOT Tiesj,Lotto Soudal,50,100,42:0442:04,2017
21,21,GALLOPIN Tony,Lotto Soudal,40,95,42:3942:39,2017
22,22,BAKELANTS Jan,AG2R La Mondiale,40,90,50:0450:04,2017
23,23,MARTIN Guillaume,Wanty - Groupe Gobert,40,85,53:5253:52,2017
24,24,KREUZIGER Roman,ORICA-Scott,40,80,59:5859:58,2017
25,25,CHAVANEL Sylvain,Direct Energie,40,75,1:04:221:04:22,2017
26,27,HARDY Romain,Fortuneo - Oscaro,30,70,1:12:511:12:51,2017
27,28,NAVARRO Daniel,"Cofidis, Solutions Crédits",30,65,1:15:261:15:26,2017
28,29,HENAO Sergio,Team Sky,30,60,1:16:321:16:32,2017
29,26,LATOUR Pierre,AG2R La Mondiale,30,55,1:18:451:18:45,2017
30,30,FRANK Mathias,AG2R La Mondiale,30,50,1:21:161:21:16,2017
31,31,KIŠERLOVSKI Robert,Team Katusha Alpecin,25,45,1:25:251:25:25,2017
32,32,MOINARD Amaël,BMC Racing Team,25,40,1:32:021:32:02,2017
33,33,ROCHE Nicolas,BMC Racing Team,25,35,1:32:351:32:35,2017
34,34,DEGAND Thomas,Wanty - Groupe Gobert,25,30,1:34:021:34:02,2017
35,35,CALMEJANE Lilian,Direct Energie,25,25,1:35:161:35:16,2017
36,36,MOLARD Rudy,FDJ,25,25,1:35:551:35:55,2017
37,37,GASTAUER Ben,AG2R La Mondiale,25,25,1:38:331:38:33,2017
38,38,ROGLIČ Primož,Team LottoNL-Jumbo,25,25,1:44:411:44:41,2017
39,39,ULISSI Diego,UAE Team Emirates,25,25,1:45:231:45:23,2017
40,40,MINNAARD Marco,Wanty - Groupe Gobert,25,25,1:48:111:48:11,2017
41,41,ATAPUMA Darwin,UAE Team Emirates,20,25,1:50:311:50:31,2017
42,42,PÉRICHON Pierre-Luc,Fortuneo - Oscaro,20,25,1:57:291:57:29,2017
43,43,BROWN Nathan,Cannondale-Drapac Pro Cycling Team,20,25,1:57:521:57:52,2017
44,44,ZEITS Andrey,Astana Pro Team,20,25,1:59:091:59:09,2017
45,45,BRAJKOVIČ Janez,Bahrain Merida Pro Cycling Team,20,25,2:00:382:00:38,2017
46,46,PANTANO Jarlinson,Trek - Segafredo,20,25,2:01:302:01:30,2017
47,47,IMPEY Daryl,ORICA-Scott,20,25,2:01:592:01:59,2017
48,48,GAUTIER Cyril,AG2R La Mondiale,20,25,2:03:242:03:24,2017
49,49,TALANSKY Andrew,Cannondale-Drapac Pro Cycling Team,20,25,2:03:272:03:27,2017
 50 ,51,ĐURASEK Kristijan,UAE Team Emirates,20,25,2:04:532:04:53,2017
51,50,DE GENDT Thomas,Lotto Soudal,15,25,2:05:362:05:36,2017
52,52,ZUBELDIA Haimar,Trek - Segafredo,15,25,2:06:302:06:30,2017
53,53,BRAMBILLA Gianluca,Quick-Step Floors,15,25,2:06:572:06:57,2017
54,54,ROLLAND Pierre,Cannondale-Drapac Pro Cycling Team,15,25,2:11:542:11:54,2017
55,55,BOUET Maxime,Fortuneo - Oscaro,15,25,2:13:232:13:23,2017
56,56,MATÉ Luis Ángel,"Cofidis, Solutions Crédits",10,25,2:15:282:15:28,2017
57,57,KWIATKOWSKI Michał,Team Sky,10,25,2:17:482:17:48,2017
58,58,VAN AVERMAET Greg,BMC Racing Team,10,25,2:19:142:19:14,2017
59,60,KEUKELEIRE Jens,ORICA-Scott,10,25,2:22:262:22:26,2017
60,59,CASTROVIEJO Jonathan,Movistar Team,10,25,2:22:442:22:44,2017
61,62,VALGREN Michael,Astana Pro Team,,25,2:25:362:25:36,2017
62,63,CHAVES Esteban,ORICA-Scott,,25,2:27:342:27:34,2017
63,64,NAESEN Oliver,AG2R La Mondiale,,25,2:28:022:28:02,2017
64,61,GESCHKE Simon,Team Sunweb,,25,2:28:572:28:57,2017
65,67,SEPÚLVEDA Eduardo,Fortuneo - Oscaro,,25,2:31:052:31:05,2017
66,65,SICARD Romain,Direct Energie,,25,2:33:242:33:24,2017
67,66,TEN DAM Laurens,Team Sunweb,,25,2:34:562:34:56,2017
68,68,DOMONT Axel,AG2R La Mondiale,,25,2:35:332:35:33,2017
69,69,MATTHEWS Michael,Team Sunweb,,25,2:36:362:36:36,2017
70,71,DE KORT Koen,Trek - Segafredo,,25,2:38:332:38:33,2017
71,70,LUTSENKO Alexey,Astana Pro Team,,25,2:39:102:39:10,2017
72,73,SCHÄR Michael,BMC Racing Team,,25,2:41:542:41:54,2017
73,72,GRMAY Tsgabu,Bahrain Merida Pro Cycling Team,,25,2:42:152:42:15,2017
74,74,MACHADO Tiago,Team Katusha Alpecin,,25,2:43:362:43:36,2017
75,75,LAMMERTINK Maurits,Team Katusha Alpecin,,25,2:44:012:44:01,2017
76,76,EDET Nicolas,"Cofidis, Solutions Crédits",,25,2:45:112:45:11,2017
77,77,VAN BAARLE Dylan,Cannondale-Drapac Pro Cycling Team,,25,2:47:112:47:11,2017
78,78,BOASSON HAGEN Edvald,Team Dimension Data,,25,2:48:122:48:12,2017
79,79,KÜNG Stefan,BMC Racing Team,,25,2:49:172:49:17,2017
80,81,POLJAŃSKI Paweł,BORA - hansgrohe,,25,2:53:422:53:42,2017
81,82,WYSS Danilo,BMC Racing Team,,25,2:53:512:53:51,2017
